PROTID	X20161205_SAMPLE_1_ADJNSAF	X20161205_SAMPLE_11_ADJNSAF	X20161205_SAMPLE_11A_ADJNSAF	X20161205_SAMPLE_12_ADJNSAF	X20161205_SAMPLE_12A_ADJNSAF	X20161205_SAMPLE_16_ADJNSAF	X20161205_SAMPLE_16A_ADJNSAF	X20161205_SAMPLE_19_ADJNSAF	X20161205_SAMPLE_19A_ADJNSAF	X20161205_SAMPLE_1A_ADJNSAF	X20161205_SAMPLE_20_ADJNSAF	X20161205_SAMPLE_20A_ADJNSAF	X20161205_SAMPLE_24_ADJNSAF	X20161205_SAMPLE_24A_ADJNSAF	X20161205_SAMPLE_27_ADJNSAF	X20161205_SAMPLE_27A_ADJNSAF	X20161205_SAMPLE_28_ADJNSAF	X20161205_SAMPLE_28A_ADJNSAF	X20161205_SAMPLE_3_ADJNSAF	X20161205_SAMPLE_32_ADJNSAF	X20161205_SAMPLE_32A_ADJNSAF	X20161205_SAMPLE_35_ADJNSAF	X20161205_SAMPLE_35A_ADJNSAF	X20161205_SAMPLE_36_ADJNSAF	X20161205_SAMPLE_36A_ADJNSAF	X20161205_SAMPLE_3A_ADJNSAF	X20161205_SAMPLE_4_ADJNSAF	X20161205_SAMPLE_40_ADJNSAF	X20161205_SAMPLE_40A_ADJNSAF	X20161205_SAMPLE_43_ADJNSAF	X20161205_SAMPLE_43A_ADJNSAF	X20161205_SAMPLE_44_ADJNSAF	X20161205_SAMPLE_44A_ADJNSAF	X20161205_SAMPLE_48_ADJNSAF	X20161205_SAMPLE_48A_ADJNSAF	X20161205_SAMPLE_4A_ADJNSAF	X20161205_SAMPLE_51_ADJNSAF	X20161205_SAMPLE_51A_ADJNSAF	X20161205_SAMPLE_52_ADJNSAF	X20161205_SAMPLE_52A_ADJNSAF	X20161205_SAMPLE_56_ADJNSAF	X20161205_SAMPLE_56A_ADJNSAF	X20161205_SAMPLE_8_ADJNSAF	X20161205_SAMPLE_8A_ADJNSAF
CHOYP_PHUM_PHUM092120.1.1|m.33493	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0
CHOYP_PHUM_PHUM137710.1.1|m.19548	0	1	1	1	2	2	2	4	5	0	3	1	5	5	1	1	2	2	0	0	0	0	0	2	2	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1
CHOYP_BRAFLDRAFT_120586.1.1|m.41856	3	4	3	4	3	4	3	7	6	7	6	3	5	4	3	0	7	4	5	4	4	0	0	6	3	3	4	4	4	0	0	4	4	3	6	4	0	3	2	0	0	5	0	0
CHOYP_PHUM_PHUM174810.1.1|m.31029	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_PHUM_PHUM176650.1.1|m.13332	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0
CHOYP_PHUM_PHUM184790.1.1|m.41715	20	3	2	4	3	0	0	0	0	16	1	0	0	0	1	1	0	0	7	0	0	0	0	0	0	7	12	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	6	6
CHOYP_PHUM_PHUM226120.1.7|m.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_PHUM_PHUM233260.1.1|m.6315	3	2	3	3	6	7	5	3	6	3	3	6	2	3	3	3	2	6	2	2	3	0	0	3	3	2	4	4	2	1	0	3	1	4	5	3	3	3	3	4	3	2	4	5
CHOYP_PHUM_PHUM241330.1.3|m.29132	3	0	0	4	4	3	2	4	3	4	5	3	2	2	2	1	3	5	3	9	4	0	0	7	6	3	3	1	1	0	0	1	0	2	2	5	1	1	1	2	2	1	3	4
CHOYP_PHUM_PHUM278110.1.1|m.17560	2	1	1	2	0	1	1	2	0	2	2	2	1	2	0	1	1	1	1	1	3	0	0	2	1	1	1	1	2	0	0	0	0	1	1	0	1	0	0	0	2	2	1	1
CHOYP_PHUM_PHUM289860.1.1|m.44778	1	2	0	0	0	0	0	6	8	1	1	2	0	0	0	1	0	0	1	0	1	0	0	1	1	3	2	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	3
CHOYP_PHUM_PHUM317840.1.2|m.29476	2	3	4	9	7	1	1	3	1	3	2	3	0	1	1	2	1	2	4	0	1	1	1	2	3	5	4	0	1	1	3	1	2	0	2	5	2	1	1	2	3	4	6	3
CHOYP_PHUM_PHUM317840.2.2|m.36471	5	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
CHOYP_BRAFLDRAFT_120588.1.1|m.22993	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_PHUM_PHUM319040.1.1|m.54919	6	5	6	7	8	7	6	5	5	11	5	8	5	7	5	5	8	6	9	10	9	2	1	11	8	10	5	5	10	5	6	4	7	4	5	8	7	7	6	7	9	10	9	11
CHOYP_PHUM_PHUM332570.1.1|m.56283	2	1	1	3	4	1	1	0	3	3	2	0	0	1	1	1	0	1	4	4	1	0	0	0	3	5	4	3	1	3	3	2	2	2	1	4	4	2	4	4	4	3	3	6
CHOYP_PHUM_PHUM349810.1.2|m.7707	1	1	1	2	1	2	2	2	3	1	2	2	1	0	0	0	2	2	3	1	3	0	0	1	2	1	1	2	1	0	0	0	0	2	1	2	0	0	0	1	1	2	1	2
CHOYP_PHUM_PHUM353470.1.1|m.63458	5	3	4	4	2	5	3	3	2	3	3	3	3	3	2	3	2	2	2	1	6	3	1	3	2	2	2	2	4	4	5	3	3	3	7	4	4	4	5	5	6	7	2	4
CHOYP_PHUM_PHUM361660.1.1|m.63423	4	2	2	3	4	3	3	2	4	3	2	3	2	5	2	2	1	5	3	1	0	0	0	0	0	3	3	0	0	0	0	0	2	1	3	3	1	3	1	3	0	2	3	3
CHOYP_PHUM_PHUM375280.1.2|m.23797	0	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	2	2	2	0	0	0	1	4	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
CHOYP_PHUM_PHUM378040.1.1|m.15341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
CHOYP_PHUM_PHUM411900.1.1|m.50272	3	2	2	3	3	3	2	3	2	6	2	1	2	2	0	0	4	2	1	2	2	0	0	2	2	2	3	2	2	0	0	1	1	3	1	3	2	1	1	2	2	2	2	2
CHOYP_PHUM_PHUM423190.1.1|m.18351	1	0	1	1	2	2	0	4	2	3	0	2	0	0	0	1	1	4	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	3	1	2	1	2	2	0	0	2	0
CHOYP_PHUM_PHUM445570.1.1|m.18708	0	2	1	3	2	3	1	3	6	1	3	3	0	2	0	1	1	2	1	6	3	0	0	2	1	0	2	3	4	0	0	2	2	11	9	1	2	2	1	0	5	5	3	4
CHOYP_BRAFLDRAFT_120767.1.1|m.16005	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CHOYP_PHUM_PHUM450820.1.1|m.40803	7	8	7	7	11	8	11	8	10	9	9	6	6	5	6	7	8	8	10	2	3	1	0	2	2	7	11	5	5	3	2	4	8	11	9	5	6	7	6	4	2	5	7	8
CHOYP_PHUM_PHUM454570.1.1|m.28665	2	2	2	2	5	3	4	3	2	3	3	5	1	3	2	3	1	3	2	3	4	0	1	4	3	3	2	3	3	1	1	2	2	4	4	2	1	2	2	2	5	6	3	4
CHOYP_PHUM_PHUM465390.1.1|m.21142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHOYP_PHUM_PHUM477110.1.1|m.53813	2	2	1	3	3	0	1	1	1	2	2	3	1	0	0	1	1	2	5	1	1	0	0	3	2	3	5	2	4	0	0	0	0	4	4	7	1	0	1	0	3	2	2	1
CHOYP_PHUM_PHUM477570.1.1|m.2101	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2
CHOYP_PHUM_PHUM477850.1.1|m.19067	29	23	21	32	29	26	23	24	25	35	29	27	20	24	25	20	17	30	28	23	22	8	9	23	23	32	32	14	22	10	14	24	30	23	25	37	24	22	26	28	20	17	27	32
CHOYP_PHUM_PHUM494500.1.1|m.9430	0	2	4	2	2	2	4	2	3	1	1	2	5	1	1	2	4	2	1	3	1	1	3	1	1	3	1	3	3	0	2	1	3	4	2	3	0	1	1	1	1	2	2	4
CHOYP_PHUM_PHUM498110.1.1|m.60692	21	19	19	21	20	16	14	19	17	21	19	16	14	15	14	12	15	21	20	25	18	3	5	20	21	25	19	20	20	9	7	12	15	25	22	19	16	15	14	14	23	18	21	16
CHOYP_PHUM_PHUM500930.1.1|m.21562	13	18	19	12	11	14	18	19	22	13	29	28	31	24	26	25	24	26	21	21	22	13	18	15	20	17	25	5	8	10	9	18	18	16	21	23	4	5	10	12	4	9	17	16
CHOYP_PHUM_PHUM537100.1.1|m.62217	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CHOYP_BRAFLDRAFT_120826.1.1|m.56321	2	1	2	1	3	1	2	1	2	2	2	1	1	0	1	0	1	1	2	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	2	2	2	1	1	1	2	3	3	2
CHOYP_PHUM_PHUM538050.1.1|m.56205	1	2	3	2	3	0	2	1	1	2	1	1	3	1	0	0	2	0	2	1	1	0	0	0	1	2	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	4
CHOYP_PHUM_PHUM544530.1.1|m.38469	3	3	1	3	4	3	3	2	3	3	2	3	5	5	3	4	7	3	3	5	2	0	1	3	3	2	3	2	2	1	2	3	4	5	3	3	2	3	2	4	2	4	2	4
CHOYP_PHUM_PHUM547410.1.1|m.10964	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CHOYP_PHUM_PHUM549040.1.1|m.10284	8	13	19	15	12	9	13	15	14	14	15	11	8	11	7	8	7	12	13	15	12	1	0	13	15	16	12	12	15	4	2	15	13	16	16	18	12	15	14	14	15	14	15	16
CHOYP_PHUM_PHUM559420.1.1|m.8620	0	1	1	1	0	1	1	2	0	0	1	0	1	0	0	0	1	0	1	2	0	0	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
CHOYP_PHUM_PHUM563970.1.1|m.13515	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	1	1	0	2	0	1	1	1	1	1	0	1	0
CHOYP_PHUM_PHUM574190.1.1|m.24768	4	1	2	0	1	2	4	2	2	4	1	1	0	1	0	0	1	2	1	2	0	0	1	1	1	2	3	2	3	1	0	1	1	4	6	1	0	1	2	1	2	4	2	2
CHOYP_PHUM_PHUM574550.1.1|m.59401	4	4	3	4	1	3	3	3	3	2	4	4	2	0	2	2	2	3	3	2	2	0	0	2	2	3	2	2	2	2	2	2	2	4	1	2	3	4	3	3	2	1	3	2
CHOYP_PHUM_PHUM596890.1.1|m.10989	8	20	19	22	24	18	12	30	33	6	30	26	20	17	15	14	28	25	17	23	20	4	5	19	17	19	11	7	8	2	0	5	8	6	15	8	2	3	3	3	6	9	18	21
CHOYP_PHUM_PHUM596940.1.1|m.2151	18	3	4	9	10	4	5	6	4	14	2	4	4	4	3	3	4	8	10	9	12	1	2	4	7	8	22	4	10	2	4	5	4	11	9	19	4	4	3	8	11	11	8	9
CHOYP_BRAFLDRAFT_121045.1.1|m.55827	4	2	1	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	1	1	0	1	1	0	1	1	1	2	2	2	0	0	1	1	0	2	1
CHOYP_PHUM_PHUM600390.1.1|m.6641	1	2	2	3	4	2	2	3	2	6	2	3	2	0	2	1	2	3	2	3	3	3	2	1	2	3	5	0	1	0	0	3	1	4	4	4	1	2	3	2	2	3	3	3
CHOYP_PHUM_PHUM602670.1.1|m.52487	1	2	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	1	0	0	1	1	1	0	1	1
CHOYP_PIDD.1.1|m.54294	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
CHOYP_PIF.3.6|m.18904	0	16	15	15	14	19	13	17	19	0	15	13	16	16	12	12	20	18	11	18	19	5	8	16	14	8	0	20	17	10	9	12	12	17	18	1	20	17	19	15	19	14	11	15
CHOYP_PIF.5.6|m.44293	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
CHOYP_PININ.1.1|m.56667	3	1	2	4	2	2	4	3	3	2	1	1	2	1	2	2	3	3	3	1	1	1	1	2	2	2	4	1	2	3	0	2	2	2	2	4	2	1	2	2	2	0	2	2
CHOYP_PIPNA.1.1|m.37750	18	17	18	19	23	20	24	17	21	17	24	22	18	21	9	11	17	17	17	17	15	5	6	14	15	15	20	19	13	11	13	9	15	20	21	17	20	18	18	23	19	20	16	17
CHOYP_PIR.1.1|m.48663	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	1	1	0	1	1	0	1
CHOYP_PITG_07096.1.1|m.4922	0	0	0	0	1	1	2	0	0	0	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
CHOYP_PK3CD.1.1|m.53039	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	2	2	0	0	0	0	3	2	0	0	0	1	1	2	1	0	1
CHOYP_AAEL_AAEL011979.1.1|m.59057	0	3	4	2	2	3	3	4	4	2	3	2	2	3	1	2	2	2	2	3	3	0	0	2	2	2	2	1	3	0	0	2	2	3	2	2	1	1	1	3	3	2	2	2
CHOYP_BRAFLDRAFT_121105.1.1|m.41883	10	3	3	4	6	3	1	3	4	7	3	4	4	2	4	5	4	1	3	3	2	0	0	1	1	4	8	2	3	0	0	4	3	1	4	8	2	3	1	2	1	3	3	3
CHOYP_PKHL1.3.3|m.42452	2	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	4	4	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	1
CHOYP_PLB1.1.1|m.16558	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_PLCB4.1.2|m.1637	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CHOYP_PLCD1.1.1|m.63908	3	0	0	2	2	3	1	0	2	2	3	3	3	0	1	0	2	2	2	4	3	1	0	3	0	2	1	4	2	0	0	1	0	3	2	1	3	2	3	2	2	2	1	1
CHOYP_PLCL2.1.1|m.62311	0	1	0	1	2	1	0	0	0	3	0	0	0	2	0	0	0	2	0	1	0	0	0	1	1	0	0	2	3	0	1	0	0	2	2	1	0	2	0	1	0	1	0	1
CHOYP_PLEKHA1.2.2|m.21816	2	2	2	4	2	3	2	1	0	1	1	1	0	1	0	1	2	0	2	3	3	0	0	1	2	2	1	2	2	1	1	1	0	3	1	2	3	4	1	1	3	1	1	2
CHOYP_PLIN2.1.1|m.23758	17	27	30	27	34	31	34	26	26	19	30	34	25	27	28	30	35	37	24	27	28	9	11	19	21	19	24	20	23	20	19	27	25	26	24	25	35	34	23	29	30	25	30	26
CHOYP_PLMN.1.11|m.5524	13	13	15	16	16	14	14	16	14	8	14	14	13	11	11	6	14	20	15	7	6	1	2	6	5	13	14	6	6	3	0	10	5	13	18	17	11	13	14	5	8	11	15	17
CHOYP_PLOD3.1.1|m.41788	0	3	2	2	2	2	3	6	7	1	6	2	2	3	0	1	2	3	6	4	6	1	1	2	3	6	0	6	4	0	1	3	2	9	14	0	2	1	1	2	6	7	6	4
CHOYP_PLRG1.1.1|m.65600	0	0	0	3	3	2	3	0	1	2	1	2	1	3	0	0	2	3	3	3	4	0	0	0	3	4	1	0	0	0	0	0	1	1	6	4	2	1	1	1	2	3	4	4
CHOYP_BRAFLDRAFT_121151.1.1|m.59381	1	2	1	3	3	1	1	1	1	1	1	1	1	0	0	0	1	1	2	2	2	0	0	2	2	2	1	1	1	0	0	0	0	1	1	2	0	0	0	2	2	2	2	1
CHOYP_PM20D2.1.1|m.27186	0	3	5	3	4	3	5	6	4	1	6	3	2	3	0	3	5	3	0	3	3	0	1	4	2	0	0	6	4	0	2	2	2	6	4	0	5	2	5	2	3	4	2	3
CHOYP_PMAA_001770.1.1|m.11519	1	2	2	2	2	0	2	1	1	0	2	2	1	1	1	2	0	2	0	1	2	0	0	2	4	0	0	4	3	2	1	0	0	0	5	0	4	4	1	2	0	2	1	1
CHOYP_PMAR_PMAR003946.2.2|m.31102	12	13	12	11	13	13	11	12	12	14	11	15	9	15	9	9	11	13	13	10	9	7	5	11	11	14	15	10	10	9	7	10	10	10	10	12	10	13	10	10	14	12	11	15
CHOYP_PMAR_PMAR019172.1.1|m.2563	4	4	3	2	4	2	2	0	3	4	2	1	1	2	0	0	4	1	4	1	2	1	0	1	2	3	2	4	4	0	1	0	0	3	3	4	2	1	3	3	3	4	6	4
CHOYP_PMS2.1.1|m.16450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	4	1	0	0	0	1	0	0	1	0	0	0	0
CHOYP_PNCB.1.1|m.57201	6	3	2	1	3	4	4	3	2	5	3	1	3	1	2	2	2	2	3	1	2	1	1	0	1	3	4	1	1	2	1	2	3	2	0	6	6	4	5	3	0	2	2	2
CHOYP_PO2F1.1.1|m.11428	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0
CHOYP_POGLUT1.1.1|m.45796	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	2	1	0	1	1	4	0	0	0	0	3	1	1	0	0	1	0	4	2	0	0
CHOYP_POLD1.1.1|m.61169	2	1	1	2	0	1	0	1	0	1	0	0	0	0	1	1	2	1	2	1	0	0	0	3	2	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	2	1	1
CHOYP_PP4C.1.1|m.10112	4	7	9	12	6	4	5	10	6	5	8	8	4	5	4	6	3	8	8	2	3	0	0	1	4	8	5	2	3	1	3	8	4	7	6	9	7	6	9	5	3	4	6	7
CHOYP_BRAFLDRAFT_121259.1.1|m.2411	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_PP4R1.1.1|m.11682	5	11	14	16	17	9	7	10	12	7	14	14	6	11	6	9	13	15	9	6	7	0	0	10	7	9	7	10	6	2	1	6	5	7	8	7	12	12	10	7	7	10	13	10
CHOYP_PP6R3.1.1|m.43072	24	23	25	26	27	20	20	20	22	25	29	25	22	25	26	18	26	24	21	14	17	10	8	18	18	25	27	15	17	16	14	18	17	19	20	25	25	23	27	19	11	12	18	20
CHOYP_PPA5.1.1|m.36087	1	0	0	0	2	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	1	1	0	1	0	1	2	1	1
CHOYP_PPAC1.1.1|m.51347	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	2	2	2	3	1	2	1	2	0	2	2	2	2	2	1	2	2	2	3	2	2	2	3	2	2	3	2	2
CHOYP_PPAL.2.2|m.32405	1	2	1	2	1	0	2	1	2	2	2	1	2	1	1	0	1	0	4	0	1	0	0	1	1	5	2	1	0	0	0	0	2	2	2	2	1	0	2	1	2	1	4	3
CHOYP_PPID.1.1|m.55261	7	6	6	9	9	10	7	5	10	7	8	7	8	7	7	6	11	7	9	7	7	5	2	9	7	7	8	7	6	5	3	5	4	7	11	12	8	7	8	8	7	9	8	10
CHOYP_PPIE.1.1|m.18580	5	2	6	5	6	4	2	2	2	4	3	5	3	1	1	2	8	6	3	6	1	1	0	8	5	2	5	2	4	0	1	1	1	6	2	2	3	0	3	3	5	3	3	5
CHOYP_PPME1.1.1|m.56260	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	2	0	0	1	0	0	1	1	1
CHOYP_PPOX.1.1|m.45234	3	2	2	2	2	2	3	1	1	3	2	1	2	1	2	1	1	1	2	1	0	0	0	2	2	2	1	0	0	0	0	2	2	1	1	2	0	1	1	1	0	0	2	1
CHOYP_PPP6.1.1|m.16278	3	4	6	5	4	7	6	4	4	2	5	4	7	5	5	5	7	5	5	4	2	1	0	4	1	7	4	4	3	5	4	8	4	5	3	4	8	7	7	10	4	2	5	6
CHOYP_BRAFLDRAFT_121480.1.1|m.48790	0	8	9	8	9	12	10	10	13	0	11	12	12	10	10	12	12	12	7	16	15	7	3	11	12	7	2	10	11	8	8	8	7	11	7	1	13	12	10	8	13	11	8	9
CHOYP_PPR27.1.1|m.10278	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1
CHOYP_PPT2A.1.2|m.30339	0	0	2	2	3	3	4	2	3	0	2	1	0	6	3	2	2	1	2	0	2	1	0	2	3	5	0	0	0	0	2	2	4	4	6	4	2	3	0	2	5	5	7	3
CHOYP_PPWD1.1.1|m.48713	2	2	2	2	3	5	3	2	1	4	2	2	4	7	4	3	6	5	2	2	4	1	1	3	2	1	1	2	3	4	2	6	3	2	2	3	1	4	2	3	1	1	2	5
CHOYP_PRB2.2.2|m.41331	0	3	4	4	3	2	2	2	4	0	1	3	0	0	0	0	1	2	0	0	1	1	2	0	1	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2
CHOYP_PRKAB2.1.1|m.12513	3	5	2	5	2	4	3	6	6	4	7	2	2	5	0	2	8	3	3	3	4	1	0	3	8	1	3	3	5	3	5	5	4	4	3	3	8	5	4	6	5	4	2	3
CHOYP_PRKCSH.1.1|m.28109	0	19	23	19	20	23	22	23	24	16	24	24	4	23	0	3	0	19	4	14	20	0	9	13	18	15	5	12	18	11	14	4	15	25	22	19	5	5	5	23	17	22	19	21
CHOYP_PRP4B.1.1|m.28423	0	0	0	1	1	0	0	1	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CHOYP_PRP8.1.1|m.51584	21	13	16	17	19	13	9	14	14	15	22	15	7	5	6	6	18	15	19	8	6	4	2	8	6	20	18	12	6	7	5	7	6	12	8	23	7	11	14	13	9	9	17	19
CHOYP_PRPF3.1.1|m.736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
CHOYP_PRPF4.1.1|m.62194	4	1	3	3	5	2	4	4	3	3	4	5	3	1	1	1	8	4	5	3	4	0	0	4	3	5	3	4	2	0	0	2	3	1	2	5	3	2	1	4	4	3	2	5
CHOYP_BRAFLDRAFT_121562.1.1|m.37267	16	14	11	10	13	13	14	10	10	15	16	11	10	12	12	14	16	14	14	15	13	7	4	15	13	14	21	19	18	9	8	12	11	16	20	17	14	15	15	19	18	22	15	14
CHOYP_PRPS1.1.1|m.10083	15	12	10	16	10	14	10	12	9	10	11	10	6	5	9	7	16	10	12	9	8	1	2	13	12	15	17	15	11	3	5	9	7	12	8	11	13	11	14	12	11	9	14	14
CHOYP_PRRC1.1.1|m.6820	2	3	4	2	3	3	3	4	3	2	3	3	2	4	3	2	7	2	1	2	4	0	0	3	2	5	4	5	5	1	2	2	1	5	3	2	4	2	1	2	4	4	5	2
CHOYP_PRS4.1.1|m.45626	13	13	16	17	17	13	13	18	17	16	17	15	9	10	9	14	17	18	15	16	12	1	5	17	18	16	15	12	14	8	8	11	11	13	14	12	11	16	11	13	20	16	15	13
CHOYP_PRS6B.1.1|m.66735	22	15	18	20	21	16	15	14	22	21	15	19	9	11	14	10	31	17	14	12	21	5	6	20	17	19	19	16	13	6	7	14	6	14	13	20	15	12	16	13	17	14	13	18
CHOYP_PRS7.1.1|m.31825	20	19	19	24	17	22	14	19	16	21	21	15	12	13	19	15	17	16	21	14	20	10	7	20	18	17	19	16	16	13	9	16	14	15	16	19	22	16	19	17	15	19	18	17
CHOYP_PRS8.1.1|m.40757	21	19	20	20	24	24	17	18	21	19	20	20	19	13	16	14	19	23	18	20	23	5	4	22	18	17	24	24	18	8	10	13	15	19	18	22	17	21	18	16	16	20	20	20
CHOYP_PSA.1.1|m.27259	45	56	55	55	58	61	52	51	57	52	60	51	48	44	43	44	48	58	46	54	56	14	16	56	52	49	52	55	59	25	27	47	39	56	54	52	49	57	58	55	51	57	54	54
CHOYP_PSA1.1.1|m.44276	17	13	13	13	15	14	13	17	13	14	15	13	12	13	8	9	18	11	14	19	17	3	5	25	27	17	13	19	17	5	6	11	12	14	9	14	13	13	12	12	20	16	17	19
CHOYP_PSA2.1.1|m.57091	14	17	16	19	16	16	13	17	21	14	18	18	13	12	12	10	17	18	13	15	18	7	5	15	17	17	14	16	18	5	4	16	14	16	16	16	16	19	16	14	15	20	13	19
CHOYP_PSA4.1.1|m.19303	18	15	14	17	15	13	15	12	12	16	14	14	15	14	12	10	24	15	17	16	17	3	5	28	16	18	18	23	14	4	5	18	15	13	17	16	18	14	17	16	16	17	13	14
CHOYP_BRAFLDRAFT_121667.1.2|m.12193	8	4	6	6	5	0	0	6	6	10	6	7	0	0	3	4	6	8	6	0	0	0	0	1	0	7	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	4
CHOYP_PSA6.1.1|m.30357	23	13	10	22	16	21	15	19	18	15	15	13	8	9	11	10	28	17	15	15	14	7	6	20	16	14	21	17	15	8	9	13	10	16	15	14	14	13	13	16	13	13	17	17
CHOYP_PSD7.1.1|m.19729	14	16	12	19	20	20	18	17	15	11	15	16	13	13	17	15	19	18	18	17	13	5	4	19	13	13	16	17	15	8	6	17	15	20	21	14	20	16	18	17	15	13	17	15
